sinal_id,datahora_sinal,datahora_entrada,datahora_saida,horario_sinal,direcao,dow,token,pontos,resultado,config_id
318,2024-08-13 03:48:00,2024-08-13 03:50:00,2024-08-13 04:08:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
344,2024-08-25 20:58:00,2024-08-25 21:00:00,2024-08-25 21:50:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
345,2024-08-26 03:48:00,2024-08-26 03:50:00,2024-08-26 05:06:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
346,2024-08-26 10:30:00,2024-08-26 10:32:00,2024-08-26 11:10:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,192
360,2024-09-02 03:48:00,2024-09-02 03:50:00,2024-09-02 09:02:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
361,2024-09-02 10:30:00,2024-09-02 10:32:00,2024-09-02 19:02:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
363,2024-09-03 03:48:00,2024-09-03 03:50:00,2024-09-03 04:32:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
374,2024-09-08 20:58:00,2024-09-08 21:00:00,2024-09-08 21:54:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
376,2024-09-09 10:30:00,2024-09-09 10:32:00,2024-09-09 10:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
388,2024-09-13 10:30:00,2024-09-13 10:32:00,2024-09-13 11:24:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
389,2024-09-15 20:58:00,2024-09-15 21:00:00,2024-09-16 10:12:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
393,2024-09-17 03:48:00,2024-09-17 03:50:00,2024-09-17 04:42:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
398,2024-09-18 20:58:00,2024-09-18 21:00:00,2024-09-18 21:00:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
403,2024-09-20 10:30:00,2024-09-20 10:32:00,2024-09-22 19:00:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
404,2024-09-22 20:58:00,2024-09-22 21:00:00,2024-09-22 21:48:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
408,2024-09-24 03:48:00,2024-09-24 03:50:00,2024-09-24 05:18:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
413,2024-09-25 20:58:00,2024-09-25 21:00:00,2024-09-25 23:36:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
419,2024-09-29 20:58:00,2024-09-29 21:00:00,2024-09-29 23:34:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
421,2024-09-30 10:30:00,2024-09-30 10:32:00,2024-09-30 15:20:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,192
436,2024-10-07 10:30:00,2024-10-07 10:32:00,2024-10-07 15:30:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,192
448,2024-10-11 10:30:00,2024-10-11 10:32:00,2024-10-11 11:16:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
451,2024-10-14 10:30:00,2024-10-14 10:32:00,2024-10-14 10:42:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
465,2024-10-21 03:48:00,2024-10-21 03:50:00,2024-10-21 10:48:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
468,2024-10-22 03:48:00,2024-10-22 03:50:00,2024-10-22 11:06:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
481,2024-10-28 10:30:00,2024-10-28 10:32:00,2024-10-28 11:42:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
483,2024-10-29 03:48:00,2024-10-29 03:50:00,2024-10-29 11:24:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
493,2024-11-01 10:30:00,2024-11-01 10:32:00,2024-11-01 11:12:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
498,2024-11-05 03:48:00,2024-11-05 03:50:00,2024-11-05 11:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
501,2024-11-06 20:58:00,2024-11-06 21:00:00,2024-11-07 02:32:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
507,2024-11-10 20:58:00,2024-11-10 21:00:00,2024-11-11 11:50:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
521,2024-11-15 10:30:00,2024-11-15 10:32:00,2024-11-15 11:18:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
522,2024-11-17 20:58:00,2024-11-17 21:00:00,2024-11-17 21:54:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
526,2024-11-19 03:48:00,2024-11-19 03:50:00,2024-11-19 05:40:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,192
531,2024-11-20 20:58:00,2024-11-20 21:00:00,2024-11-20 22:14:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
541,2024-11-26 03:48:00,2024-11-26 03:50:00,2024-11-26 11:10:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
551,2024-11-29 10:30:00,2024-11-29 10:32:00,2024-11-29 12:10:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
554,2024-12-02 10:30:00,2024-12-02 10:32:00,2024-12-02 11:30:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
556,2024-12-03 03:48:00,2024-12-03 03:50:00,2024-12-03 17:56:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
583,2024-12-16 03:48:00,2024-12-16 03:50:00,2024-12-16 07:00:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
584,2024-12-16 10:30:00,2024-12-16 10:32:00,2024-12-16 11:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
597,2025-01-01 20:58:00,2025-01-01 21:00:00,2025-01-01 21:16:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
602,2025-01-03 10:30:00,2025-01-03 10:32:00,2025-01-03 11:38:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
603,2025-01-05 20:58:00,2025-01-05 21:00:00,2025-01-06 04:34:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
617,2025-01-10 10:30:00,2025-01-10 10:32:00,2025-01-10 10:32:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
627,2025-01-15 20:58:00,2025-01-15 21:00:00,2025-01-16 04:04:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
634,2025-01-20 03:48:00,2025-01-20 03:50:00,2025-01-20 10:30:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
635,2025-01-20 10:30:00,2025-01-20 10:32:00,2025-01-20 10:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
637,2025-01-21 03:48:00,2025-01-21 03:50:00,2025-01-21 05:34:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
650,2025-01-27 10:30:00,2025-01-27 10:32:00,2025-01-27 11:30:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
652,2025-01-28 03:48:00,2025-01-28 03:50:00,2025-01-28 04:28:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
664,2025-02-03 03:48:00,2025-02-03 03:50:00,2025-02-03 04:50:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
665,2025-02-03 10:30:00,2025-02-03 10:32:00,2025-02-03 11:38:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
672,2025-02-05 20:58:00,2025-02-05 21:00:00,2025-02-06 02:22:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
677,2025-02-07 10:30:00,2025-02-07 10:32:00,2025-02-07 11:32:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
678,2025-02-09 20:58:00,2025-02-09 21:00:00,2025-02-09 21:58:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
680,2025-02-10 10:30:00,2025-02-10 10:32:00,2025-02-10 12:04:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
687,2025-02-12 20:58:00,2025-02-12 21:00:00,2025-02-13 05:30:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
693,2025-02-16 20:58:00,2025-02-16 21:00:00,2025-02-16 23:22:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
697,2025-02-18 03:48:00,2025-02-18 03:50:00,2025-02-18 11:46:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,192
702,2025-02-19 20:58:00,2025-02-19 21:00:00,2025-02-20 11:52:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
708,2025-02-23 20:58:00,2025-02-23 21:00:00,2025-02-24 06:06:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
724,2025-03-03 03:48:00,2025-03-03 03:50:00,2025-03-03 09:02:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
737,2025-03-07 10:30:00,2025-03-07 10:32:00,2025-03-07 10:32:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
740,2025-03-10 10:30:00,2025-03-10 10:32:00,2025-03-10 10:54:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,192
747,2025-03-12 20:58:00,2025-03-12 21:00:00,2025-03-13 00:06:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
757,2025-03-18 03:48:00,2025-03-18 03:50:00,2025-03-18 05:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
762,2025-03-19 20:58:00,2025-03-19 21:00:00,2025-03-20 00:08:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
768,2025-03-23 20:58:00,2025-03-23 21:00:00,2025-03-24 04:14:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
770,2025-03-24 10:30:00,2025-03-24 10:32:00,2025-03-24 10:38:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
777,2025-03-26 20:58:00,2025-03-26 21:00:00,2025-03-26 23:06:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
787,2025-04-01 03:48:00,2025-04-01 03:50:00,2025-04-01 04:06:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
802,2025-04-08 03:48:00,2025-04-08 03:50:00,2025-04-08 04:20:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
814,2025-04-14 03:48:00,2025-04-14 03:50:00,2025-04-14 05:04:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
826,2025-04-21 03:48:00,2025-04-21 03:50:00,2025-04-21 08:24:00,03:48,BUY,Monday,03:48|BUY|Monday,-117.0,STOP,192
829,2025-04-22 03:48:00,2025-04-22 03:50:00,2025-04-22 03:58:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
834,2025-04-23 20:58:00,2025-04-23 21:00:00,2025-04-24 01:14:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
841,2025-04-28 03:48:00,2025-04-28 03:50:00,2025-04-28 09:46:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
842,2025-04-28 10:30:00,2025-04-28 10:32:00,2025-04-28 10:44:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
864,2025-05-07 20:58:00,2025-05-07 21:00:00,2025-05-07 21:56:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
885,2025-05-18 20:58:00,2025-05-18 21:00:00,2025-05-18 21:44:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
886,2025-05-19 03:48:00,2025-05-19 03:50:00,2025-05-19 10:30:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
887,2025-05-19 10:30:00,2025-05-19 10:32:00,2025-05-19 10:36:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
899,2025-05-23 10:30:00,2025-05-23 10:32:00,2025-05-23 11:12:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
900,2025-05-25 20:58:00,2025-05-25 21:00:00,2025-05-26 03:28:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
901,2025-05-26 03:48:00,2025-05-26 03:50:00,2025-05-26 10:32:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
909,2025-05-28 20:58:00,2025-05-28 21:00:00,2025-05-28 21:54:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
919,2025-06-03 03:48:00,2025-06-03 03:50:00,2025-06-03 08:38:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
930,2025-06-08 20:58:00,2025-06-08 21:00:00,2025-06-09 08:36:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
944,2025-06-13 10:30:00,2025-06-13 10:32:00,2025-06-13 11:10:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
945,2025-06-15 20:58:00,2025-06-15 21:00:00,2025-06-16 02:34:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
947,2025-06-16 10:30:00,2025-06-16 10:32:00,2025-06-16 10:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
961,2025-06-23 03:48:00,2025-06-23 03:50:00,2025-06-23 04:12:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
962,2025-06-23 10:30:00,2025-06-23 10:32:00,2025-06-23 10:42:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
964,2025-06-24 03:48:00,2025-06-24 03:50:00,2025-06-24 13:26:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
974,2025-06-27 10:30:00,2025-06-27 10:32:00,2025-06-27 15:30:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
975,2025-06-29 20:58:00,2025-06-29 21:00:00,2025-06-29 23:50:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
977,2025-06-30 10:30:00,2025-06-30 10:32:00,2025-06-30 16:48:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
999,2025-07-09 20:58:00,2025-07-09 21:00:00,2025-07-10 10:30:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1006,2025-07-14 03:48:00,2025-07-14 03:50:00,2025-07-14 05:52:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1007,2025-07-14 10:30:00,2025-07-14 10:32:00,2025-07-14 12:00:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1009,2025-07-15 03:48:00,2025-07-15 03:50:00,2025-07-15 07:32:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1020,2025-07-20 20:58:00,2025-07-20 21:00:00,2025-07-21 10:36:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1034,2025-07-25 10:30:00,2025-07-25 10:32:00,2025-07-25 13:30:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
1052,2025-08-04 10:30:00,2025-08-04 10:32:00,2025-08-04 10:36:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1054,2025-08-05 03:48:00,2025-08-05 03:50:00,2025-08-05 11:26:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,192
1059,2025-08-06 20:58:00,2025-08-06 21:00:00,2025-08-06 21:50:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1069,2025-08-12 03:48:00,2025-08-12 03:50:00,2025-08-12 09:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1079,2025-08-15 10:30:00,2025-08-15 10:32:00,2025-08-15 10:46:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1081,2025-08-18 03:48:00,2025-08-18 03:50:00,2025-08-19 10:32:00,03:48,BUY,Monday,03:48|BUY|Monday,-117.0,STOP,192
1094,2025-08-22 10:30:00,2025-08-22 10:32:00,2025-08-22 11:00:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,192
1095,2025-08-24 20:58:00,2025-08-24 21:00:00,2025-08-25 10:30:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
1099,2025-08-26 03:48:00,2025-08-26 03:50:00,2025-08-26 10:32:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1109,2025-08-29 10:30:00,2025-08-29 10:32:00,2025-08-29 10:38:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1110,2025-08-31 20:58:00,2025-08-31 21:00:00,2025-09-01 01:30:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
1112,2025-09-01 10:30:00,2025-09-01 10:32:00,2025-09-01 12:04:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1125,2025-09-07 20:58:00,2025-09-07 21:00:00,2025-09-08 10:36:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1141,2025-09-15 03:48:00,2025-09-15 03:50:00,2025-09-15 10:30:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1142,2025-09-15 10:30:00,2025-09-15 10:32:00,2025-09-15 10:56:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1149,2025-09-17 20:58:00,2025-09-17 21:00:00,2025-09-18 00:02:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1156,2025-09-22 03:48:00,2025-09-22 03:50:00,2025-09-22 10:54:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1164,2025-09-24 20:58:00,2025-09-24 21:00:00,2025-09-25 08:12:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
1169,2025-09-26 10:30:00,2025-09-26 10:32:00,2025-09-26 11:14:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1170,2025-09-28 20:58:00,2025-09-28 21:00:00,2025-09-29 01:04:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1171,2025-09-29 03:48:00,2025-09-29 03:50:00,2025-09-29 09:46:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1174,2025-09-30 03:48:00,2025-09-30 03:50:00,2025-09-30 16:48:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1186,2025-10-06 03:48:00,2025-10-06 03:50:00,2025-10-06 07:50:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1189,2025-10-07 03:48:00,2025-10-07 03:50:00,2025-10-07 08:58:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1194,2025-10-08 20:58:00,2025-10-08 21:00:00,2025-10-09 10:42:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
1199,2025-10-10 10:30:00,2025-10-10 10:32:00,2025-10-10 11:56:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1200,2025-10-12 20:58:00,2025-10-12 21:00:00,2025-10-12 22:04:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1202,2025-10-13 10:30:00,2025-10-13 10:32:00,2025-10-13 10:58:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1217,2025-10-20 10:30:00,2025-10-20 10:32:00,2025-10-20 10:48:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1219,2025-10-21 03:48:00,2025-10-21 03:50:00,2025-10-21 13:00:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1239,2025-10-29 20:58:00,2025-10-29 21:00:00,2025-10-29 21:14:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1244,2025-10-31 10:30:00,2025-10-31 10:32:00,2025-10-31 10:44:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1245,2025-11-02 20:58:00,2025-11-02 21:00:00,2025-11-03 06:18:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1254,2025-11-05 20:58:00,2025-11-05 21:00:00,2025-11-05 21:26:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
1260,2025-11-09 20:58:00,2025-11-09 21:00:00,2025-11-09 22:18:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1262,2025-11-10 10:30:00,2025-11-10 10:32:00,2025-11-10 11:34:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1274,2025-11-14 10:30:00,2025-11-14 10:32:00,2025-11-14 10:42:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1275,2025-11-16 20:58:00,2025-11-16 21:00:00,2025-11-16 21:32:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1279,2025-11-18 03:48:00,2025-11-18 03:50:00,2025-11-18 04:32:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1284,2025-11-19 20:58:00,2025-11-19 21:00:00,2025-11-19 21:44:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1291,2025-11-24 03:48:00,2025-11-24 03:50:00,2025-11-24 04:48:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1292,2025-11-24 10:30:00,2025-11-24 10:32:00,2025-11-24 11:32:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1319,2025-12-05 10:30:00,2025-12-05 10:32:00,2025-12-05 10:38:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1322,2025-12-08 10:30:00,2025-12-08 10:32:00,2025-12-08 11:30:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1334,2025-12-12 10:30:00,2025-12-12 10:32:00,2025-12-12 11:30:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1336,2025-12-15 03:48:00,2025-12-15 03:50:00,2025-12-15 06:50:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1352,2026-01-02 10:30:00,2026-01-02 10:32:00,2026-01-02 10:50:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1357,2026-01-06 03:48:00,2026-01-06 03:50:00,2026-01-06 06:46:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1370,2026-01-12 10:30:00,2026-01-12 10:32:00,2026-01-12 12:04:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1372,2026-01-13 03:48:00,2026-01-13 03:50:00,2026-01-13 07:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1387,2026-01-20 03:48:00,2026-01-20 03:50:00,2026-01-20 04:12:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1400,2026-01-26 10:30:00,2026-01-26 10:32:00,2026-01-26 20:56:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1407,2026-01-28 20:58:00,2026-01-28 21:00:00,2026-01-28 22:16:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1430,2026-02-09 10:30:00,2026-02-09 10:32:00,2026-02-09 11:10:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1462,2026-02-24 03:48:00,2026-02-24 03:50:00,2026-02-24 06:06:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1475,2026-03-02 10:30:00,2026-03-02 10:32:00,2026-03-02 10:34:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1490,2026-03-09 10:30:00,2026-03-09 10:32:00,2026-03-09 11:26:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1502,2026-03-13 10:30:00,2026-03-13 10:32:00,2026-03-13 10:42:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,192
1503,2026-03-15 20:58:00,2026-03-15 21:00:00,2026-03-16 01:00:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1505,2026-03-16 10:30:00,2026-03-16 10:32:00,2026-03-16 14:08:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,192
1518,2026-03-22 20:58:00,2026-03-22 21:00:00,2026-03-23 01:12:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
1533,2026-03-29 20:58:00,2026-03-29 21:00:00,2026-03-29 21:46:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1547,2026-04-05 20:58:00,2026-04-05 21:00:00,2026-04-05 21:08:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1548,2026-04-06 03:48:00,2026-04-06 03:50:00,2026-04-06 05:46:00,03:48,BUY,Monday,03:48|BUY|Monday,-117.0,STOP,192
1556,2026-04-08 20:58:00,2026-04-08 21:00:00,2026-04-09 08:28:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1562,2026-04-12 20:58:00,2026-04-12 21:00:00,2026-04-13 03:02:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1566,2026-04-14 03:48:00,2026-04-14 03:50:00,2026-04-14 07:28:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1571,2026-04-15 20:58:00,2026-04-15 21:00:00,2026-04-16 08:52:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,192
1577,2026-04-19 20:58:00,2026-04-19 21:00:00,2026-04-20 07:48:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,192
1592,2026-04-26 20:58:00,2026-04-26 21:00:00,2026-04-27 02:00:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
1593,2026-04-27 03:48:00,2026-04-27 03:50:00,2026-04-27 06:10:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,192
1607,2026-05-03 20:58:00,2026-05-03 21:00:00,2026-05-04 05:02:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,192
1611,2026-05-05 03:48:00,2026-05-05 03:50:00,2026-05-05 07:10:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
1616,2026-05-06 20:58:00,2026-05-06 21:00:00,2026-05-07 02:06:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,192
1626,2026-05-12 03:48:00,2026-05-12 03:50:00,2026-05-12 04:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,192
